Product_Name,Size,Milk,Whip,Serving_Size_ml,Calories,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Cholesterol_mg,Sodium_mg,Carbohydrates_g,Dietary_Fiber_g,Sugar_g,Protein_g,Vitamin_A_%DV,Vitamin_C_%DV,Calcium_%DV,Iron_%DV,Caffiene_mg
Caffè Mocha,Venti®,Soy,No Whip,591.0,330.0,9.0,2.5,0.0,0.0,140.0,46.0,6.0,34.0,15.0,15.0,0.0,45.0,60.0,185.0
Caffè Mocha,Venti®,Soy,Whip,591.0,400.0,16.0,7.0,0.2,25.0,150.0,48.0,6.0,35.0,15.0,25.0,0.0,45.0,60.0,185.0
Caffè Mocha,Venti®,Coconut,No Whip,591.0,320.0,12.0,10.0,0.0,0.0,170.0,48.0,5.0,38.0,5.0,0.0,0.0,2.0,40.0,185.0
Caffè Mocha,Venti®,Coconut,Whip,591.0,390.0,19.0,15.0,0.2,25.0,180.0,50.0,5.0,40.0,5.0,8.0,0.0,4.0,40.0,185.0
Iced Caffè Mocha,Tall,Nonfat,No Whip,354.0,150.0,2.0,1.0,0.0,5.0,65.0,27.0,3.0,22.0,7.0,8.0,0.0,15.0,25.0,95.0
Iced Caffè Mocha,Tall,Nonfat,Whip,354.0,240.0,10.0,6.0,0.2,30.0,75.0,30.0,3.0,23.0,7.0,15.0,0.0,20.0,25.0,95.0
Iced Caffè Mocha,Tall,2%,No Whip,354.0,180.0,4.5,3.0,0.1,10.0,70.0,27.0,3.0,21.0,7.0,8.0,0.0,15.0,25.0,95.0
Iced Caffè Mocha,Tall,2%,Whip,354.0,260.0,12.0,8.0,0.4,40.0,80.0,29.0,3.0,23.0,7.0,15.0,0.0,20.0,25.0,95.0
Iced Caffè Mocha,Tall,Whole,No Whip,354.0,190.0,6.0,3.5,0.1,15.0,65.0,27.0,3.0,21.0,7.0,6.0,0.0,15.0,25.0,95.0
Iced Caffè Mocha,Tall,Whole,Whip,354.0,270.0,14.0,9.0,0.4,45.0,75.0,29.0,3.0,23.0,7.0,15.0,0.0,15.0,25.0,95.0
Iced Caffè Mocha,Tall,Soy,No Whip,354.0,160.0,4.0,1.5,0.0,0.0,60.0,25.0,3.0,18.0,6.0,6.0,0.0,15.0,30.0,95.0
Iced Caffè Mocha,Tall,Soy,Whip,354.0,240.0,12.0,6.0,0.2,30.0,65.0,27.0,3.0,20.0,7.0,15.0,0.0,20.0,30.0,95.0
Iced Caffè Mocha,Tall,Coconut,No Whip,354.0,150.0,5.0,4.0,0.0,0.0,65.0,25.0,3.0,19.0,3.0,0.0,0.0,2.0,25.0,95.0
Iced Caffè Mocha,Tall,Coconut,Whip,354.0,240.0,13.0,9.0,0.2,30.0,70.0,27.0,3.0,22.0,3.0,10.0,0.0,2.0,25.0,95.0
Iced Caffè Mocha,Grande,Nonfat,No Whip,473.0,200.0,2.5,1.5,0.0,5.0,80.0,36.0,4.0,28.0,9.0,10.0,0.0,20.0,35.0,175.0
Iced Caffè Mocha,Grande,Nonfat,Whip,473.0,320.0,14.0,8.0,0.3,45.0,90.0,40.0,4.0,30.0,10.0,25.0,0.0,25.0,35.0,175.0
Iced Caffè Mocha,Grande,2%,No Whip,473.0,230.0,6.0,3.5,0.1,15.0,90.0,36.0,4.0,28.0,9.0,10.0,0.0,20.0,35.0,175.0
Iced Caffè Mocha,Grande,2%,Whip,473.0,350.0,17.0,11.0,0.5,55.0,100.0,39.0,4.0,30.0,10.0,20.0,0.0,20.0,35.0,175.0
Iced Caffè Mocha,Grande,Whole,No Whip,473.0,250.0,8.0,4.5,0.2,15.0,80.0,36.0,4.0,28.0,9.0,8.0,0.0,20.0,35.0,175.0
Iced Caffè Mocha,Grande,Whole,Whip,473.0,360.0,19.0,12.0,0.5,60.0,95.0,39.0,4.0,30.0,9.0,20.0,0.0,20.0,35.0,175.0
Iced Caffè Mocha,Grande,Soy,No Whip,473.0,210.0,5.0,2.0,0.0,0.0,75.0,33.0,5.0,24.0,8.0,6.0,0.0,20.0,40.0,175.0
Iced Caffè Mocha,Grande,Soy,Whip,473.0,330.0,16.0,9.0,0.3,40.0,85.0,37.0,5.0,26.0,9.0,20.0,0.0,25.0,40.0,175.0
Iced Caffè Mocha,Grande,Coconut,No Whip,473.0,210.0,6.0,5.0,0.0,0.0,80.0,34.0,4.0,26.0,4.0,0.0,0.0,2.0,35.0,175.0
Iced Caffè Mocha,Grande,Coconut,Whip,473.0,320.0,18.0,12.0,0.3,40.0,95.0,37.0,4.0,29.0,4.0,15.0,0.0,4.0,35.0,175.0
Iced Caffè Mocha,Venti®,Nonfat,No Whip,709.0,300.0,3.5,2.5,0.0,5.0,110.0,53.0,6.0,41.0,13.0,15.0,0.0,30.0,50.0,265.0
Iced Caffè Mocha,Venti®,Nonfat,Whip,709.0,410.0,15.0,9.0,0.3,45.0,120.0,57.0,6.0,43.0,14.0,25.0,0.0,30.0,50.0,265.0
Iced Caffè Mocha,Venti®,2%,No Whip,709.0,340.0,8.0,5.0,0.2,20.0,120.0,53.0,6.0,41.0,13.0,15.0,0.0,30.0,50.0,265.0
Iced Caffè Mocha,Venti®,2%,Whip,709.0,450.0,19.0,12.0,0.5,60.0,130.0,56.0,6.0,43.0,13.0,25.0,2.0,30.0,50.0,265.0
Iced Caffè Mocha,Venti®,Whole,No Whip,709.0,360.0,11.0,6.0,0.2,25.0,110.0,53.0,6.0,41.0,12.0,10.0,0.0,25.0,50.0,265.0
Iced Caffè Mocha,Venti®,Whole,Whip,709.0,470.0,22.0,13.0,0.5,65.0,125.0,56.0,6.0,43.0,13.0,25.0,0.0,30.0,50.0,265.0
Iced Caffè Mocha,Venti®,Soy,No Whip,709.0,310.0,7.0,2.5,0.0,0.0,100.0,49.0,7.0,35.0,12.0,10.0,0.0,30.0,60.0,265.0
Iced Caffè Mocha,Venti®,Soy,Whip,709.0,430.0,18.0,10.0,0.3,40.0,110.0,53.0,7.0,37.0,12.0,20.0,0.0,30.0,60.0,265.0
Iced Caffè Mocha,Venti®,Coconut,No Whip,709.0,300.0,9.0,7.0,0.0,0.0,115.0,50.0,6.0,38.0,5.0,0.0,0.0,4.0,50.0,265.0
Iced Caffè Mocha,Venti®,Coconut,Whip,709.0,420.0,20.0,14.0,0.3,40.0,125.0,53.0,6.0,41.0,6.0,15.0,0.0,6.0,50.0,265.0
Cappuccino,Short,Nonfat,No Whip,236.0,50.0,0.1,0.1,0.0,5.0,60.0,8.0,0.0,7.0,5.0,8.0,0.0,15.0,0.0,75.0
Cappuccino,Short,2%,No Whip,236.0,80.0,3.0,1.5,0.1,10.0,70.0,8.0,0.0,7.0,5.0,8.0,0.0,15.0,0.0,75.0
Cappuccino,Short,Whole,No Whip,236.0,90.0,4.5,2.5,0.1,15.0,60.0,8.0,0.0,7.0,5.0,6.0,0.0,15.0,0.0,75.0
Cappuccino,Short,Soy,No Whip,236.0,50.0,1.5,0.2,0.0,0.0,40.0,4.0,0.0,3.0,3.0,4.0,0.0,10.0,6.0,75.0
Cappuccino,Short,Coconut,No Whip,236.0,70.0,4.0,4.0,0.0,0.0,75.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,75.0
Cappuccino,Tall,Nonfat,No Whip,354.0,60.0,0.1,0.1,0.0,5.0,70.0,9.0,0.0,8.0,6.0,10.0,0.0,20.0,0.0,75.0
Cappuccino,Tall,2%,No Whip,354.0,90.0,3.5,1.5,0.1,15.0,80.0,9.0,0.0,8.0,6.0,10.0,0.0,20.0,0.0,75.0
Cappuccino,Tall,Whole,No Whip,354.0,110.0,6.0,3.0,0.2,15.0,75.0,9.0,0.0,8.0,6.0,8.0,0.0,20.0,0.0,75.0
Cappuccino,Tall,Soy,No Whip,354.0,70.0,3.0,0.4,0.0,0.0,65.0,7.0,1.0,4.0,5.0,6.0,0.0,20.0,8.0,75.0
Cappuccino,Tall,Coconut,No Whip,354.0,100.0,6.0,6.0,0.0,0.0,115.0,11.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,75.0
Cappuccino,Grande,Nonfat,No Whip,473.0,80.0,0.2,0.1,0.0,5.0,90.0,12.0,0.0,10.0,8.0,15.0,0.0,25.0,0.0,150.0
Cappuccino,Grande,2%,No Whip,473.0,120.0,4.0,2.0,0.1,15.0,100.0,12.0,0.0,10.0,8.0,10.0,0.0,25.0,0.0,150.0
Cappuccino,Grande,Whole,No Whip,473.0,140.0,7.0,4.0,0.2,20.0,90.0,12.0,0.0,10.0,7.0,10.0,0.0,20.0,0.0,150.0
Cappuccino,Grande,Soy,No Whip,473.0,100.0,3.5,0.4,0.0,0.0,80.0,9.0,1.0,5.0,7.0,8.0,0.0,25.0,10.0,150.0
Cappuccino,Grande,Coconut,No Whip,473.0,130.0,8.0,8.0,0.0,0.0,150.0,14.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,150.0
Cappuccino,Venti®,Nonfat,No Whip,591.0,110.0,0.2,0.2,0.0,5.0,120.0,16.0,0.0,14.0,10.0,20.0,0.0,30.0,0.0,150.0
Cappuccino,Venti®,2%,No Whip,591.0,150.0,6.0,3.0,0.2,25.0,135.0,16.0,0.0,14.0,10.0,15.0,0.0,30.0,0.0,150.0
Cappuccino,Venti®,Whole,No Whip,591.0,190.0,9.0,5.0,0.3,30.0,125.0,16.0,0.0,14.0,10.0,15.0,0.0,30.0,0.0,150.0
Cappuccino,Venti®,Soy,No Whip,591.0,120.0,4.5,0.5,0.0,0.0,110.0,11.0,1.0,7.0,9.0,10.0,0.0,35.0,15.0,150.0
Cappuccino,Venti®,Coconut,No Whip,591.0,170.0,10.0,10.0,0.0,0.0,190.0,18.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,150.0
Caramel Macchiato,Short,Nonfat,No Whip,236.0,100.0,1.0,0.5,0.0,5.0,70.0,16.0,0.0,15.0,5.0,10.0,0.0,15.0,0.0,75.0
Caramel Macchiato,Short,2%,No Whip,236.0,120.0,4.0,2.5,0.1,15.0,80.0,16.0,0.0,15.0,5.0,10.0,0.0,15.0,0.0,75.0
Caramel Macchiato,Short,Whole,No Whip,236.0,140.0,6.0,3.5,0.1,20.0,70.0,16.0,0.0,15.0,5.0,8.0,0.0,15.0,0.0,75.0
Caramel Macchiato,Short,Soy,No Whip,236.0,100.0,3.0,1.0,0.0,0.0,60.0,14.0,1.0,11.0,4.0,6.0,0.0,15.0,8.0,75.0
Caramel Macchiato,Short,Coconut,No Whip,236.0,100.0,4.0,3.5,0.0,0.0,70.0,14.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,75.0
Caramel Macchiato,Tall,Nonfat,No Whip,354.0,150.0,1.5,1.0,0.0,10.0,105.0,27.0,0.0,25.0,8.0,15.0,0.0,25.0,0.0,75.0
Caramel Macchiato,Tall,2%,No Whip,354.0,190.0,6.0,3.5,0.2,20.0,120.0,26.0,0.0,25.0,8.0,15.0,0.0,25.0,0.0,75.0
Caramel Macchiato,Tall,Whole,No Whip,354.0,210.0,9.0,5.0,0.2,25.0,110.0,26.0,0.0,25.0,8.0,10.0,0.0,25.0,0.0,75.0
Caramel Macchiato,Tall,Soy,No Whip,354.0,160.0,4.5,1.0,0.0,5.0,95.0,22.0,1.0,19.0,6.0,10.0,0.0,25.0,10.0,75.0
Caramel Macchiato,Tall,Coconut,No Whip,354.0,150.0,6.0,6.0,0.0,5.0,105.0,23.0,0.0,21.0,1.0,2.0,0.0,0.0,0.0,75.0
Caramel Macchiato,Grande,Nonfat,No Whip,473.0,200.0,1.5,1.0,0.0,10.0,135.0,36.0,0.0,34.0,11.0,20.0,0.0,35.0,0.0,150.0
Caramel Macchiato,Grande,2%,No Whip,473.0,250.0,7.0,4.5,0.2,25.0,150.0,35.0,0.0,33.0,10.0,20.0,2.0,30.0,0.0,150.0
Caramel Macchiato,Grande,Whole,No Whip,473.0,280.0,11.0,6.0,0.3,35.0,140.0,35.0,0.0,33.0,10.0,15.0,0.0,30.0,0.0,150.0
Caramel Macchiato,Grande,Soy,No Whip,473.0,210.0,6.0,1.5,0.0,5.0,120.0,30.0,1.0,26.0,9.0,15.0,0.0,35.0,15.0,150.0
Caramel Macchiato,Grande,Coconut,No Whip,473.0,200.0,8.0,7.0,0.0,5.0,130.0,32.0,0.0,29.0,1.0,2.0,0.0,0.0,0.0,150.0
Caramel Macchiato,Venti®,Nonfat,No Whip,591.0,250.0,1.5,1.0,0.0,10.0,170.0,45.0,0.0,42.0,13.0,25.0,0.0,40.0,0.0,150.0
Caramel Macchiato,Venti®,2%,No Whip,591.0,310.0,9.0,6.0,0.3,35.0,190.0,44.0,0.0,42.0,13.0,20.0,2.0,40.0,0.0,150.0
Caramel Macchiato,Venti®,Whole,No Whip,591.0,350.0,13.0,8.0,0.4,40.0,170.0,44.0,0.0,42.0,12.0,20.0,0.0,40.0,0.0,150.0
Caramel Macchiato,Venti®,Soy,No Whip,591.0,260.0,7.0,1.5,0.0,5.0,150.0,38.0,1.0,33.0,11.0,15.0,0.0,40.0,20.0,150.0
Caramel Macchiato,Venti®,Coconut,No Whip,591.0,250.0,10.0,9.0,0.0,5.0,170.0,39.0,0.0,36.0,1.0,2.0,0.0,0.0,0.0,150.0
Iced Caramel Macchiato,Tall,Nonfat,No Whip,354.0,140.0,1.5,1.0,0.0,10.0,100.0,26.0,0.0,24.0,7.0,15.0,0.0,25.0,0.0,75.0
Iced Caramel Macchiato,Tall,2%,No Whip,354.0,180.0,5.0,3.5,0.2,20.0,110.0,26.0,0.0,24.0,7.0,10.0,0.0,20.0,0.0,75.0
Iced Caramel Macchiato,Tall,Whole,No Whip,354.0,200.0,8.0,4.5,0.2,25.0,100.0,26.0,0.0,24.0,7.0,10.0,0.0,20.0,0.0,75.0
Iced Caramel Macchiato,Tall,Soy,No Whip,354.0,160.0,4.5,1.5,0.0,5.0,90.0,22.0,1.0,19.0,6.0,10.0,0.0,25.0,10.0,75.0
Iced Caramel Macchiato,Tall,Coconut,No Whip,354.0,140.0,6.0,5.0,0.0,5.0,95.0,23.0,0.0,21.0,1.0,2.0,0.0,0.0,0.0,75.0
Iced Caramel Macchiato,Grande,Nonfat,No Whip,473.0,210.0,2.0,1.5,0.0,10.0,135.0,37.0,0.0,35.0,10.0,20.0,0.0,30.0,0.0,150.0
Iced Caramel Macchiato,Grande,2%,No Whip,473.0,250.0,7.0,4.5,0.2,25.0,150.0,37.0,0.0,34.0,10.0,15.0,0.0,30.0,0.0,150.0
Iced Caramel Macchiato,Grande,Whole,No Whip,473.0,280.0,11.0,6.0,0.3,35.0,140.0,37.0,0.0,34.0,9.0,15.0,0.0,30.0,0.0,150.0
Iced Caramel Macchiato,Grande,Soy,No Whip,473.0,220.0,6.0,2.0,0.0,5.0,125.0,32.0,1.0,28.0,8.0,15.0,0.0,30.0,15.0,150.0
Iced Caramel Macchiato,Grande,Coconut,No Whip,473.0,210.0,8.0,7.0,0.0,5.0,130.0,33.0,0.0,30.0,1.0,2.0,0.0,2.0,0.0,150.0
Iced Caramel Macchiato,Venti®,Nonfat,No Whip,709.0,290.0,2.5,1.5,0.0,15.0,180.0,53.0,0.0,50.0,14.0,25.0,0.0,45.0,0.0,225.0
Iced Caramel Macchiato,Venti®,2%,No Whip,709.0,350.0,9.0,6.0,0.3,35.0,200.0,53.0,0.0,49.0,13.0,25.0,2.0,40.0,0.0,225.0
Iced Caramel Macchiato,Venti®,Whole,No Whip,709.0,390.0,14.0,8.0,0.4,45.0,190.0,53.0,0.0,49.0,13.0,20.0,0.0,40.0,0.0,225.0
Iced Caramel Macchiato,Venti®,Soy,No Whip,709.0,310.0,8.0,2.0,0.0,5.0,170.0,47.0,1.0,40.0,11.0,15.0,0.0,45.0,20.0,225.0
Iced Caramel Macchiato,Venti®,Coconut,No Whip,709.0,290.0,10.0,9.0,0.0,5.0,170.0,47.0,0.0,43.0,2.0,2.0,0.0,2.0,0.0,225.0
Cinnamon Dolce Latte,Short,Nonfat,No Whip,236.0,100.0,0.1,0.1,0.0,5.0,70.0,20.0,0.0,19.0,6.0,10.0,0.0,20.0,0.0,75.0
Cinnamon Dolce Latte,Short,Nonfat,Whip,236.0,160.0,5.0,3.5,0.2,20.0,75.0,22.0,0.0,21.0,6.0,15.0,0.0,20.0,0.0,75.0
Cinnamon Dolce Latte,Short,2%,No Whip,236.0,130.0,3.0,1.5,0.1,15.0,75.0,20.0,0.0,19.0,6.0,8.0,0.0,15.0,0.0,75.0
Cinnamon Dolce Latte,Short,2%,Whip,236.0,180.0,8.0,5.0,0.2,30.0,80.0,22.0,0.0,20.0,6.0,15.0,0.0,20.0,0.0,75.0
Cinnamon Dolce Latte,Short,Whole,No Whip,236.0,150.0,5.0,3.0,0.2,15.0,70.0,20.0,0.0,19.0,5.0,8.0,0.0,15.0,0.0,75.0
Cinnamon Dolce Latte,Short,Whole,Whip,236.0,200.0,10.0,6.0,0.3,35.0,75.0,22.0,0.0,20.0,6.0,15.0,0.0,15.0,0.0,75.0
Cinnamon Dolce Latte,Short,Soy,No Whip,236.0,110.0,2.5,0.3,0.0,0.0,60.0,17.0,1.0,15.0,5.0,6.0,0.0,20.0,8.0,75.0
Cinnamon Dolce Latte,Short,Soy,Whip,236.0,170.0,8.0,3.5,0.2,20.0,65.0,19.0,1.0,16.0,5.0,10.0,0.0,20.0,8.0,75.0
Cinnamon Dolce Latte,Short,Coconut,No Whip,236.0,110.0,3.5,3.5,0.0,0.0,70.0,18.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,75.0
Cinnamon Dolce Latte,Short,Coconut,Whip,236.0,160.0,9.0,7.0,0.2,20.0,75.0,20.0,0.0,19.0,1.0,6.0,0.0,2.0,0.0,75.0
Cinnamon Dolce Latte,Tall,Nonfat,No Whip,354.0,160.0,0.2,0.1,0.0,5.0,110.0,31.0,0.0,30.0,9.0,15.0,0.0,30.0,0.0,75.0
Cinnamon Dolce Latte,Tall,Nonfat,Whip,354.0,220.0,6.0,4.0,0.2,30.0,115.0,33.0,0.0,31.0,9.0,25.0,0.0,30.0,0.0,75.0
Cinnamon Dolce Latte,Tall,2%,No Whip,354.0,200.0,5.0,2.5,0.2,20.0,125.0,30.0,0.0,29.0,9.0,15.0,0.0,30.0,0.0,75.0
Cinnamon Dolce Latte,Tall,2%,Whip,354.0,270.0,11.0,6.0,0.3,45.0,130.0,32.0,0.0,31.0,9.0,20.0,2.0,30.0,0.0,75.0
Cinnamon Dolce Latte,Tall,Whole,No Whip,354.0,230.0,8.0,5.0,0.3,25.0,110.0,30.0,0.0,29.0,8.0,10.0,0.0,25.0,0.0,75.0
Cinnamon Dolce Latte,Tall,Whole,Whip,354.0,290.0,14.0,9.0,0.4,50.0,120.0,32.0,0.0,31.0,9.0,20.0,0.0,30.0,0.0,75.0
Cinnamon Dolce Latte,Tall,Soy,No Whip,354.0,170.0,4.0,0.5,0.0,0.0,95.0,26.0,1.0,23.0,7.0,10.0,0.0,30.0,15.0,75.0
Cinnamon Dolce Latte,Tall,Soy,Whip,354.0,240.0,10.0,4.5,0.2,20.0,100.0,28.0,1.0,25.0,8.0,15.0,0.0,30.0,15.0,75.0
Cinnamon Dolce Latte,Tall,Coconut,No Whip,354.0,160.0,6.0,6.0,0.0,0.0,110.0,27.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,75.0
Cinnamon Dolce Latte,Tall,Coconut,Whip,354.0,230.0,12.0,9.0,0.2,20.0,115.0,29.0,0.0,28.0,1.0,6.0,0.0,2.0,0.0,75.0
Cinnamon Dolce Latte,Grande,Nonfat,No Whip,473.0,210.0,0.3,0.2,0.0,5.0,135.0,40.0,0.0,38.0,11.0,20.0,0.0,35.0,0.0,150.0
Cinnamon Dolce Latte,Grande,Nonfat,Whip,473.0,280.0,7.0,4.5,0.2,30.0,140.0,43.0,0.0,40.0,12.0,25.0,0.0,35.0,0.0,150.0
Cinnamon Dolce Latte,Grande,2%,No Whip,473.0,260.0,6.0,3.0,0.2,25.0,150.0,40.0,0.0,38.0,11.0,20.0,2.0,35.0,0.0,150.0
Cinnamon Dolce Latte,Grande,2%,Whip,473.0,330.0,13.0,8.0,0.4,50.0,160.0,42.0,0.0,40.0,12.0,25.0,2.0,35.0,0.0,150.0
Cinnamon Dolce Latte,Grande,Whole,No Whip,473.0,300.0,10.0,6.0,0.3,30.0,140.0,40.0,0.0,38.0,11.0,15.0,0.0,35.0,0.0,150.0
Cinnamon Dolce Latte,Grande,Whole,Whip,473.0,370.0,17.0,10.0,0.5,60.0,150.0,42.0,0.0,40.0,11.0,25.0,0.0,35.0,0.0,150.0
Cinnamon Dolce Latte,Grande,Soy,No Whip,473.0,220.0,5.0,0.5,0.0,0.0,120.0,34.0,1.0,30.0,9.0,10.0,0.0,35.0,15.0,150.0
Cinnamon Dolce Latte,Grande,Soy,Whip,473.0,300.0,12.0,5.0,0.2,25.0,125.0,37.0,1.0,32.0,10.0,20.0,0.0,35.0,15.0,150.0
Cinnamon Dolce Latte,Grande,Coconut,No Whip,473.0,210.0,7.0,7.0,0.0,0.0,140.0,36.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,150.0
Cinnamon Dolce Latte,Grande,Coconut,Whip,473.0,290.0,14.0,11.0,0.2,25.0,150.0,38.0,0.0,36.0,2.0,8.0,0.0,2.0,0.0,150.0
Cinnamon Dolce Latte,Venti®,Nonfat,No Whip,591.0,270.0,0.3,0.2,0.0,10.0,180.0,51.0,0.0,49.0,15.0,25.0,0.0,45.0,0.0,150.0
Cinnamon Dolce Latte,Venti®,Nonfat,Whip,591.0,340.0,7.0,4.5,0.2,35.0,190.0,54.0,0.0,51.0,15.0,35.0,0.0,50.0,2.0,150.0
Cinnamon Dolce Latte,Venti®,2%,No Whip,591.0,330.0,8.0,4.0,0.2,35.0,200.0,50.0,0.0,48.0,15.0,25.0,2.0,45.0,0.0,150.0
Cinnamon Dolce Latte,Venti®,2%,Whip,591.0,410.0,15.0,9.0,0.5,60.0,210.0,53.0,0.0,50.0,15.0,30.0,2.0,45.0,0.0,150.0
Cinnamon Dolce Latte,Venti®,Whole,No Whip,591.0,380.0,14.0,8.0,0.4,40.0,180.0,50.0,0.0,48.0,14.0,20.0,0.0,45.0,0.0,150.0
Cinnamon Dolce Latte,Venti®,Whole,Whip,591.0,450.0,21.0,12.0,0.5,70.0,190.0,53.0,0.0,50.0,14.0,30.0,0.0,45.0,2.0,150.0
Cinnamon Dolce Latte,Venti®,Soy,No Whip,591.0,280.0,6.0,1.0,0.0,0.0,160.0,43.0,2.0,38.0,12.0,15.0,0.0,45.0,20.0,150.0
Cinnamon Dolce Latte,Venti®,Soy,Whip,591.0,360.0,13.0,5.0,0.2,25.0,160.0,46.0,2.0,40.0,12.0,25.0,0.0,50.0,20.0,150.0
Cinnamon Dolce Latte,Venti®,Coconut,No Whip,591.0,270.0,10.0,9.0,0.0,0.0,180.0,45.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,150.0
Cinnamon Dolce Latte,Venti®,Coconut,Whip,591.0,350.0,17.0,14.0,0.2,25.0,190.0,47.0,0.0,45.0,2.0,8.0,0.0,2.0,0.0,150.0
Flat White,Short,Nonfat,No Whip,236.0,60.0,0.1,0.1,0.0,5.0,70.0,9.0,0.0,8.0,6.0,10.0,0.0,20.0,0.0,130.0
Flat White,Short,2%,No Whip,236.0,90.0,3.5,2.0,0.1,15.0,80.0,9.0,0.0,8.0,6.0,10.0,0.0,20.0,0.0,130.0
Flat White,Short,Whole,No Whip,236.0,110.0,5.0,3.0,0.2,15.0,70.0,9.0,0.0,8.0,6.0,8.0,0.0,15.0,0.0,130.0
Flat White,Short,Soy,No Whip,236.0,70.0,2.5,0.3,0.0,0.0,65.0,6.0,1.0,4.0,5.0,6.0,0.0,20.0,8.0,130.0
Flat White,Short,Coconut,No Whip,236.0,60.0,4.0,3.5,0.0,0.0,70.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,130.0
Flat White,Tall,Nonfat,No Whip,354.0,100.0,0.2,0.2,0.0,5.0,115.0,15.0,0.0,13.0,10.0,15.0,0.0,30.0,0.0,130.0
Flat White,Tall,2%,No Whip,354.0,140.0,5.0,3.5,0.2,20.0,130.0,14.0,0.0,13.0,9.0,15.0,0.0,30.0,0.0,130.0
Flat White,Tall,Whole,No Whip,354.0,170.0,9.0,5.0,0.3,25.0,115.0,14.0,0.0,13.0,9.0,15.0,0.0,30.0,0.0,130.0
Flat White,Tall,Soy,No Whip,354.0,110.0,4.0,0.5,0.0,0.0,100.0,10.0,1.0,6.0,8.0,10.0,0.0,30.0,15.0,130.0
Flat White,Tall,Coconut,No Whip,354.0,100.0,6.0,6.0,0.0,0.0,110.0,11.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,130.0
Flat White,Grande,Nonfat,No Whip,473.0,130.0,0.3,0.2,0.0,5.0,150.0,19.0,0.0,17.0,12.0,20.0,0.0,40.0,0.0,195.0
Flat White,Grande,2%,No Whip,473.0,180.0,7.0,4.5,0.3,30.0,160.0,18.0,0.0,17.0,12.0,20.0,2.0,40.0,0.0,195.0
Flat White,Grande,Whole,No Whip,473.0,220.0,11.0,7.0,0.3,35.0,150.0,18.0,0.0,17.0,12.0,15.0,0.0,35.0,0.0,195.0
Flat White,Grande,Soy,No Whip,473.0,150.0,5.0,0.5,0.0,0.0,130.0,13.0,1.0,8.0,10.0,15.0,0.0,40.0,20.0,195.0
Flat White,Grande,Coconut,No Whip,473.0,130.0,8.0,7.0,0.0,0.0,140.0,14.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,195.0
Flat White,Venti®,Nonfat,No Whip,591.0,170.0,0.4,0.3,0.0,10.0,190.0,24.0,0.0,23.0,16.0,30.0,0.0,50.0,0.0,195.0
Flat White,Venti®,2%,No Whip,591.0,240.0,9.0,6.0,0.4,35.0,220.0,24.0,0.0,22.0,16.0,25.0,2.0,50.0,0.0,195.0
Flat White,Venti®,Whole,No Whip,591.0,290.0,15.0,9.0,0.4,45.0,200.0,24.0,0.0,22.0,15.0,20.0,0.0,45.0,0.0,195.0
Flat White,Venti®,Soy,No Whip,591.0,190.0,7.0,1.0,0.0,0.0,170.0,16.0,2.0,11.0,13.0,20.0,0.0,50.0,25.0,195.0
Flat White,Venti®,Coconut,No Whip,591.0,170.0,10.0,10.0,0.0,0.0,190.0,18.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,195.0
Latte Macchiato,Short,Nonfat,No Whip,236.0,60.0,0.1,0.1,0.0,5.0,70.0,10.0,0.0,8.0,6.0,10.0,0.0,20.0,0.0,150.0
Latte Macchiato,Short,2%,No Whip,236.0,90.0,3.5,2.0,0.1,15.0,80.0,9.0,0.0,8.0,6.0,10.0,0.0,20.0,0.0,150.0
Latte Macchiato,Short,Whole,No Whip,236.0,110.0,5.0,3.0,0.2,15.0,70.0,9.0,0.0,8.0,6.0,8.0,0.0,15.0,0.0,150.0
Latte Macchiato,Short,Soy,No Whip,236.0,70.0,2.5,0.3,0.0,0.0,60.0,7.0,1.0,4.0,5.0,6.0,0.0,20.0,8.0,150.0
Latte Macchiato,Short,Coconut,No Whip,236.0,70.0,3.5,3.5,0.0,0.0,70.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,150.0
Latte Macchiato,Tall,Nonfat,No Whip,354.0,100.0,0.2,0.2,0.0,5.0,115.0,15.0,0.0,13.0,10.0,15.0,0.0,30.0,0.0,150.0
Latte Macchiato,Tall,2%,No Whip,354.0,140.0,5.0,3.5,0.2,20.0,130.0,15.0,0.0,13.0,9.0,15.0,0.0,30.0,0.0,150.0
Latte Macchiato,Tall,Whole,No Whip,354.0,170.0,9.0,5.0,0.3,25.0,115.0,15.0,0.0,13.0,9.0,15.0,0.0,30.0,0.0,150.0
